icd_code,ais_code,prob
D719.89,140631,0.000570694
D719.93,544420,0.000549961
D719.96,840300,0.000189839
D720.0,640422,0.00533163
D720.2,650422,0.00058317
D720.81,650222,5.9301e-05
D721.0,630204,0.0279299
D721.1,640270,0.0207694
D721.2,630402,0.0133599
D721.3,441089,0.00600641
D721.42,640270,0.0103847
D721.6,650224,0.000103764
D721.7,640229,0.00187002
D721.8,640270,0.0103847
D721.9,856161,5.40195e-05
D721.90,140676,0.00127555
D721.91,210600,1.22586e-05
D722.0,650200,0.0330788
D722.1,650400,0.00288522
D722.10,650600,0.0436821
D722.11,650400,0.0317141
D722.2,630204,0.027931
D722.30,541822,8.53741e-05
D722.31,750961,0.00078854
D722.32,521299,0.00164222
D722.39,441412,0.000246981
D722.4,630499,0.0229931
D722.5,650604,0.000856577
D722.51,640229,0.00187014
D722.52,716006,0.00498991
D722.6,442608,0.00416489
D722.71,340102,0.00522232
D722.73,630664,0.010752
D722.80,640678,6.13772e-05
D722.83,750621,0.0001211
D722.90,650226,0.000123504
D722.91,821299,0.00249805
D722.92,650432,3.53376e-05
D722.93,521499,0.000745342
D723.0,640272,0.00774421
D723.1,630664,0.0107511
D723.4,650409,0.00386183
D723.5,854221,7.55617e-05
D723.7,441699,0.000860223
D723.8,630260,0.00291005
D723.9,161003,6.07421e-05
D724.0,650626,0.000940655
D724.00,630222,0.00931936
D724.01,640410,0.0043104
D724.02,640622,0.0116439
D724.03,640200,0.000140922
D724.09,240499,0.000177633
D724.1,650499,0.00311714
D724.2,877710,0.021107
D724.3,772550,0.00381159
D724.4,630622,0.0302052
D724.5,540410,0.00955399
D724.6,820099,0.00275667
D724.79,771099,0.000908737
D724.8,321012,0.00251681
D724.9,541614,0.00119562
D725,870420,0.00255214
D726.0,770730,0.000213957
D726.1,752400,9.19968e-05
D726.10,874032,0.00167876
D726.11,752361,6.64029e-05
D726.13,640668,0.00423643
D726.19,813001,0.00242735
D726.2,752400,9.29839e-05
D726.32,752400,9.27785e-05
D726.33,877732,0.00131486
D726.5,877732,0.00131746
D726.60,770720,0.000511509
D726.62,856252,0.00245627
D726.64,841000,0.000505418
D726.70,240408,0.00040584
D726.71,857361,0.000318895
D726.72,854456,0.000128049
D726.73,857672,0.00728112
D726.90,161006,0.000197231
D726.91,650210,0.00109891
D727.0,740200,6.4502e-05
D727.00,854151,0.000474825
D727.05,716026,0.00295033
D727.06,857300,7.67358e-05
D727.09,540610,0.000718797
D727.1,700099,0.00045037
D727.3,771010,0.000205068
D727.41,772571,0.000796682
D727.5,542699,0.00816407
D727.51,874034,0.000830474
D727.61,740600,0.00149263
D727.63,772010,0.00104169
D727.65,878153,0.00167279
D727.66,841002,0.00095825
D727.81,240499,8.87857e-05
D727.82,771010,0.000205106
D727.83,810600,3.65634e-05
D727.89,874034,0.000830552
D728.0,640210,0.000184847
D728.10,912000,7.20593e-05
D728.13,873030,6.44515e-05
D728.2,770099,0.00280624
D728.3,241203,0.00105802
D728.4,840400,0.00265161
D728.5,912000,7.19854e-05
D728.6,161006,0.000197204
D728.71,650424,0.000675261
D728.8,440299,0.00983798
D728.82,710600,2.54309e-05
D728.84,521102,0.00539037
D728.85,857672,0.00728117
D728.86,440102,0.0136513
D728.87,650403,0.00915482
D728.88,915006,0.0321228
D728.89,640401,0.00730065
D728.9,840405,0.000338797
D729.1,650403,0.00915446
D729.2,321008,0.00310789
D729.39,442209,0.000139866
D729.4,161006,0.000197234
D729.5,131204,0.0103016
D729.6,857672,0.00728049
D729.71,752374,0.00247752
D729.72,820802,0.00439121
D729.73,80004,0.00357531
D729.81,240812,0.00493336
D729.82,821299,0.00249805
D729.89,630402,0.0133599
D729.90,751111,6.34629e-05
D729.91,720208,0.00112006
D729.92,721099,0.00112944
D730.00,853361,6.17802e-05
D730.01,912007,9.55285e-05
D730.02,751272,0.000376653
D730.04,730604,0.000655779
D730.05,856200,5.39327e-05
D730.06,821006,0.00127175
D730.07,321006,0.00157226
D730.08,812000,0.000380183
D730.1,854111,7.83043e-05
D730.10,853361,6.18123e-05
D730.11,750500,4.81289e-05
D730.15,853221,4.60481e-05
D730.16,541410,0.000590839
D730.17,877730,0.00223
D730.18,857400,0.000128899
D730.20,856272,0.00462911
D730.23,752254,0.00157171
D730.24,543299,0.00452794
D730.25,541422,0.00035456
D730.26,857372,0.00144425
D730.27,410802,0.00738477
D730.28,140402,0.000610237
D730.89,251201,0.000173915
D731.0,422099,0.00156996
D731.8,816026,0.0168272
D732.0,251002,4.73192e-05
D732.1,240204,0.000791566
D732.3,753200,0.000126723
D732.4,243400,0.000278481
D732.7,858153,0.000521603
D733.0,874099,0.000516684
D733.00,441089,0.00600604
D733.01,854571,0.000696112
D733.03,854221,7.55282e-05
D733.09,850099,0.00185385
D733.10,540212,0.000905042
D733.11,140604,0.000134678
D733.12,650222,5.93044e-05
D733.13,441089,0.00600504
D733.14,161003,6.07551e-05
D733.15,873010,0.000416756
D733.16,854000,4.57808e-05
D733.19,250611,0.000338421
D733.20,840200,0.00132064
D733.21,856100,1.81309e-05
D733.29,854331,4.24795e-05
D733.3,161003,6.06935e-05
D733.40,520802,0.00262162
D733.41,140499,0.00200111
D733.42,751800,0.000710266
D733.49,131202,0.00664066
D733.6,813004,0.000871356
D733.7,650234,0.000343523
D733.81,812007,0.00524707
D733.82,131202,0.00664065
D733.9,772510,0.00198119
D733.90,750761,0.00650954
D733.92,441004,0.000739169
D733.95,640214,0.000131504
D733.96,853221,4.61584e-05
D733.99,640412,0.00494197
D734,857371,0.000491786
D735.0,441414,0.000351583
D735.4,751800,0.000710102
D735.9,752371,0.00016975
D736.0,752800,5.94087e-05
D736.00,752401,0.00227131
D736.05,630224,0.0112085
D736.06,640212,0.0001867
D736.09,541622,0.000392573
D736.1,713005,0.000866702
D736.20,710800,0.000365317
D736.21,752522,0.000322502
D736.29,752371,0.000169809
D736.30,640272,0.00387209
D736.32,853171,4.6788e-05
D736.39,752800,5.96547e-05
D736.41,840406,0.00129563
D736.42,853361,6.18036e-05
D736.6,874032,0.00167922
D736.70,912014,0.00208355
D736.71,713006,0.00058473
D736.72,853351,6.01031e-05
D736.76,750501,0.00176988
D736.79,650609,0.00994729
D736.81,857300,7.74202e-05
D736.89,520499,0.00316574
D736.9,752653,0.000644732
D737.10,640272,0.0038695
D737.19,540222,0.0038183
D737.20,640624,0.00156482
D737.21,650616,4.1687e-05
D737.29,210600,2.45049e-05
D737.3,877110,9.97586e-05
D737.30,321004,0.00630178
D737.34,753201,0.000112919
D737.39,240604,0.00100756
D737.40,140630,0.000153737
D737.41,544422,0.00096106
D737.43,161001,2.34769e-05
D737.9,240604,0.00101686
D738.0,421499,0.00278325
D738.11,251806,0.000266057
D738.12,251808,0.00677844
D738.19,240699,0.00511525
D738.2,650632,3.66434e-05
D738.3,450299,0.0021298
D738.4,721099,0.00115994
D738.5,320099,0.00283389
D738.6,540699,0.000553161
D738.7,210600,1.22237e-05
D738.8,620099,0.0016691
D738.9,874099,0.000516682
D739.5,520299,0.00185656
D741.00,140640,0.000185216
D741.90,857500,0.000846261
D741.93,853331,6.47853e-05
D742.0,251224,0.00149571
D742.2,853171,4.67255e-05
D742.3,753201,0.000112868
D742.4,772020,0.000456453
D742.59,853362,0.000242928
D742.9,816031,0.0059173
D743.20,240620,0.000604152
D743.30,216002,0.000317244
D743.31,240610,0.00164038
D743.44,853251,6.79722e-05
D743.46,240408,0.000405782
D743.49,240408,0.000405849
D744.09,310202,0.00037574
D744.41,320299,0.00145073
D744.49,120602,0.00491831
D745.0,878030,0.000603344
D745.11,140650,1.3118e-05
D745.2,240604,0.00101683
D745.4,140629,5.56339e-05
D745.5,750662,0.0199494
D746.02,140446,0.000364743
D746.4,750511,0.000744554
D746.6,854466,0.000168761
D746.7,140650,1.32399e-05
D746.85,140602,8.47708e-05
D746.87,140606,0.000129313
D746.89,541620,0.000311511
D746.9,321006,0.00157229
D747.0,752213,0.000295506
D747.10,751101,7.48469e-05
D747.21,420499,0.0062896
D747.22,650216,2.7413e-05
D747.29,752600,8.6326e-05
D747.31,854455,3.37799e-05
D747.39,140606,0.000129237
D747.60,650424,0.000675237
D747.63,853161,7.70699e-06
D747.64,541699,0.000669691
D747.69,752351,9.03832e-05
D747.81,140499,0.00200135
D747.82,161006,0.000197132
D747.83,752600,8.62963e-05
D747.9,441014,0.000819639
D748.0,161000,8.14296e-06
D748.3,710202,1.45094e-05
D748.69,811003,0.000246302
D748.8,753200,0.000127004
D749.00,853171,4.70201e-05
D749.20,821299,0.0024982
D750.3,140646,0.00047866
D750.4,710202,1.455e-05
D750.9,140602,8.4647e-05
D751.0,545022,0.00299141
D751.2,840402,0.00100633
D751.3,250602,0.000233356
D751.4,854172,8.06866e-05
D751.5,321002,0.000689148
D751.69,544422,0.000961064
D751.7,140651,2.6419e-05
D752.11,910400,3.45989e-05
D752.51,710804,0.000474138
D752.61,650232,0.000134996
D752.62,730099,0.000540196
D752.64,630299,0.000800411
D753.0,650210,0.00109892
D753.10,321006,0.00157226
D753.11,542220,0.0010656
D753.12,122804,0.00243395
D753.13,544899,0.00230964
D753.14,856100,1.81122e-05
D753.17,751361,0.000367551
D753.19,540220,0.00259299
D753.21,510402,4.32888e-05
D753.29,541822,8.53446e-05
D753.3,442203,0.000537565
D753.5,730099,0.000540183
D753.6,710099,0.00139357
D753.8,853000,5.76612e-05
D754.2,854222,0.00010622
D754.31,853361,6.18215e-05
D754.51,821299,0.0024982
D754.61,854455,3.38691e-05
D754.70,857500,0.000846261
D754.71,771030,8.71193e-05
D754.79,854000,4.61412e-05
D755.11,340604,0.00156601
D755.55,752252,0.00164042
D755.59,770720,0.000511152
D755.60,140628,0.000238795
D755.63,854221,7.55532e-05
D755.64,857500,0.000845976
D755.67,810804,0.000384194
D755.69,874020,0.000625677
D756.0,650232,0.000134858
D756.10,730899,0.00108014
D756.11,510604,0.000610409
D756.12,650402,0.00537727
D756.15,521106,0.00185664
D756.16,640222,0.00105832
D756.17,853362,0.000242928
D756.19,630202,0.00317983
D756.2,450200,3.72429e-05
D756.4,772020,0.000456362
D756.51,321004,0.00630178
D756.52,140652,2.29026e-05
D756.53,510402,4.32474e-05
D756.59,751101,7.47989e-05
D756.6,541499,0.000409438
D756.83,650232,0.000135008
D756.89,857300,7.74532e-05
D756.9,500099,0.000231756
D757.1,853151,6.43759e-06
D757.33,751100,4.75689e-05
D757.39,250608,0.000201578
D757.5,752672,0.00181315
D758.0,640229,0.00187013
D758.4,640204,0.000156223
D758.7,161003,6.07514e-05
D758.9,251002,4.72327e-05
D759.0,650624,0.000570248
D759.1,910600,2.9832e-05
D759.3,873020,0.000215608
D759.5,140648,0.000180256
D759.6,140602,8.44641e-05
D759.81,542099,0.000536573
D759.82,721204,0.001635
D759.83,450200,3.72736e-05
D759.89,730402,0.00132074
D763.81,873020,0.000216117
D768.73,140701,0.00294128
D770.14,521199,0.000866689
D770.4,450804,3.31714e-05
D772.10,140696,0.0087032
D775.4,751111,6.34366e-05
D779.7,873099,0.000779947
D780.0,854461,0.000176309
D780.01,545410,0.0133748
D780.02,544210,0.000422509
D780.03,240699,0.00511525
D780.09,630204,0.0550676
D780.1,821204,0.00348734
D780.2,131802,0.020102
D780.3,161006,0.000591104
D780.33,122499,0.00808946
D780.39,140470,0.0124504
D780.4,640410,0.00431038
D780.5,874010,0.000180262
D780.50,521199,0.000866686
D780.51,751800,0.000710128
D780.52,540410,0.00955481
D780.54,650418,0.000149289
D780.55,140602,8.47611e-05
D780.57,341402,0.00692641
D780.58,251200,5.80086e-05
D780.59,110009,5.19327e-05
D780.60,320410,0.0190124
D780.61,640664,0.00269295
D780.62,877235,0.00810247
D780.63,840404,0.00228794
D780.64,854001,8.05589e-05
D780.65,600999,0.0216596
D780.66,820206,0.000785244
D780.7,140629,5.55419e-05
D780.71,858161,0.00246808
D780.72,640232,0.000851267
D780.79,856272,0.0046291
D780.8,630699,0.00251621
D780.93,640240,0.00558373
D780.94,520299,0.00185553
D780.96,870410,0.00186456
D780.97,630614,0.0180432
D780.99,721204,0.00163498
D781.0,915006,0.0160673
D781.1,250804,0.000213659
D781.2,243299,0.00851857
D781.3,630499,0.0229931
D781.4,300099,0.000555641
D781.5,853331,6.4855e-05
D781.8,853001,0.000173455
D781.91,422099,0.00156996
D781.94,122702,0.0109305
D781.99,10006,0.00427573
D782.0,857662,0.0136044
D782.1,243206,0.00809552
D782.2,240502,0.00572158
D782.3,640270,0.0207678
D782.4,545410,0.0133748
D782.5,321016,0.00250593
D782.62,243402,0.000409069
D782.7,140666,0.000522246
D782.8,441430,0.000230596
D782.9,650616,4.1713e-05
D783.0,878163,0.0067304
D783.1,300099,0.000555831
D783.21,874032,0.00167921
D783.22,650610,0.0075471
D783.3,545026,0.00337232
D783.40,816031,0.00591681
D783.43,854222,0.000105886
D783.5,542224,0.0024632
D783.7,240502,0.00571647
D783.9,640202,0.000446824
D784.0,520406,0.0108432
D784.1,341606,0.00412949
D784.2,340602,0.00288761
D784.3,320204,0.00600997
D784.4,442608,0.00416482
D784.40,251201,0.000173924
D784.41,320402,0.00460828
D784.42,341804,0.0110198
D784.43,140655,8.17826e-05
D784.51,110403,0.00198902
D784.59,640648,0.0252343
D784.61,251002,4.73074e-05
D784.69,140641,0.00102598
D784.7,251004,0.280084
D784.91,752311,3.03685e-05
D784.92,240610,0.00163903
D784.99,216004,0.00175721
D785.0,640642,0.0205093
D785.1,441004,0.000739121
D785.2,545010,0.00324919
D785.4,830602,0.00683285
D785.5,541699,0.00066966
D785.50,421808,0.0155151
D785.51,712003,0.00386464
D785.52,320899,0.00509633
D785.59,320213,0.00773253
D785.6,121406,0.0120108
D785.9,441004,0.000739153
D786.0,853361,6.18193e-05
D786.00,251205,0.000397666
D786.01,540220,0.00259308
D786.02,877110,9.98887e-05
D786.03,772489,0.0011237
D786.04,650232,0.000134957
D786.05,420602,0.0096692
D786.06,121606,0.0104325
D786.07,878199,0.00324847
D786.09,630204,0.0279054
D786.1,442608,0.00416489
D786.2,650426,0.000943661
D786.30,340606,0.00335655
D786.39,830499,0.00141985
D786.4,650616,4.17205e-05
D786.5,873010,0.000418114
D786.50,421206,0.00651062
D786.51,210099,0.000882981
D786.52,442608,0.0041649
D786.59,421099,0.00714624
D786.6,640410,0.00431014
D786.7,730699,0.00105371
D786.8,140450,0.00210678
D786.9,816031,0.0059173
D787.01,543299,0.00452779
D787.02,640460,0.0048075
D787.03,230204,0.00421349
D787.04,650426,0.000943654
D787.1,321006,0.00157118
D787.20,750662,0.0199494
D787.21,640418,0.0011114
D787.22,320412,0.0175165
D787.23,320213,0.00773251
D787.24,640214,0.00013151
D787.29,640412,0.00494153
D787.3,640664,0.00269276
D787.5,140620,0.000189998
D787.60,630210,0.00407736
D787.7,544226,8.04396e-05
D787.9,161003,6.06984e-05
D787.91,830408,0.00976459
D788.0,810600,3.65124e-05
D788.1,772589,0.00165059
D788.2,751100,9.5292e-05
D788.20,630499,0.045935
D788.21,541499,0.000408966
D788.29,422002,0.00518973
D788.3,873020,0.000216128
D788.30,630499,0.022993
D788.31,640200,0.000140869
D788.32,240602,0.00051257
D788.37,544499,0.0014296
D788.38,640418,0.00111116
D788.39,640272,0.00387158
D788.41,874032,0.00167922
D788.42,545024,0.00258111
D788.43,640229,0.00187015
D788.5,131899,0.00896942
D788.63,441016,0.000982136
D788.64,210804,0.000653698
D788.65,650432,3.53532e-05
D788.69,210600,1.22427e-05
D788.7,640222,0.00105842
D788.8,544499,0.0014296
D788.91,140438,0.000269212
D788.99,161008,0.000630399
D789.0,630099,0.0016401
D789.00,440102,0.0136513
D789.01,544826,0.00196475
D789.02,441431,0.000487652
D789.03,873099,0.000775295
D789.04,540623,0.000865113
D789.05,752800,5.96842e-05
D789.06,210099,0.000882914
D789.07,521102,0.00538996
D789.09,121099,0.00255855
D789.1,310600,0.00020813
D789.2,420218,0.00179945
D789.30,752314,0.000558578
D789.31,510402,4.32427e-05
D789.33,541812,0.000491394
D789.35,752800,5.95771e-05
D789.39,752211,0.00021819
D789.41,541620,0.000312384
D789.45,110009,5.19083e-05
D789.47,510402,4.32911e-05
D789.51,450804,3.29807e-05
D789.59,650412,0.00423633
D789.60,410202,7.37949e-05
D789.61,650210,0.00109885
D789.62,544210,0.000422237
D789.63,450200,3.72552e-05
D789.64,912000,7.17026e-05
D789.67,542010,0.000157474
D789.69,541812,0.000489803
D789.9,650632,7.37734e-05
D790.01,877199,0.000608377
D790.09,751101,7.48338e-05
D790.21,545099,0.00100878
D790.22,857500,0.000846013
D790.29,640642,0.0205086
D790.3,650403,0.00915503
D790.4,440102,0.0136513
D790.5,877799,0.0152852
D790.6,320402,0.00460826
D790.7,640648,0.0252342
D790.91,140621,0.000754467
D790.92,545410,0.0133728
D790.93,250600,0.000217324
D790.94,441002,0.000211054
D790.95,912007,9.54877e-05
D790.99,772540,0.00731712
D791.0,874032,0.00167908
D791.2,250400,9.67583e-05
D791.3,820402,0.00144939
D791.4,856101,7.90994e-05
D791.5,544222,8.03415e-05
D791.7,410800,0.00632913
D791.9,520499,0.00316526
D792.0,640446,0.00257601
D792.1,140642,0.000523193
D793.0,640401,0.00730051
D793.11,121406,0.0120054
D793.19,877235,0.00810205
D793.2,12004,0.0010596
D793.3,857200,0.00012254
D793.4,770710,0.000851201
D793.5,800099,0.00040196
D793.6,771099,0.000907976
D793.7,858112,0.00122878
D793.82,140639,0.000186347
D793.89,510802,0.00305927
D793.99,730802,0.00158376
D794.00,750761,0.00216964
D794.02,251215,0.00120935
D794.09,852002,0.000153657
D794.10,772489,0.00112353
D794.11,140693,1.61508e-05
D794.17,650204,0.000173771
D794.2,541899,0.00126873
D794.30,540699,0.000553291
D794.31,441099,0.00415183
D794.39,750961,0.000791529
D794.4,520802,0.00262161
D794.5,140612,7.02646e-05
D794.6,541420,0.000215867
D794.8,251499,0.00167723
D794.9,840502,0.000851816
D795.39,541899,0.00127252
D795.51,813002,0.00105901
D795.79,878030,0.000603816
D795.82,853161,7.68313e-06
D796.0,421002,0.0132139
D796.1,116004,0.000211646
D796.2,630402,0.0133599
D796.3,816020,0.00200866
D796.4,140668,0.000133632
D796.9,230202,0.00358204
D797,772099,0.000962768
D798.1,441414,0.000351108
D798.2,140472,0.013417
D798.9,912030,0.000100089
D799.01,12008,0.00413426
D799.02,600999,0.0216639
D799.1,12008,0.0866991
D799.22,543222,0.00315197
D799.23,640624,0.00156481
D799.24,140688,0.00056779
D799.25,640400,0.000482381
D799.29,140651,2.63877e-05
D799.3,240599,0.0104859
D799.4,521699,0.00130306
D799.51,140646,0.000476863
D799.52,640648,0.0252343
D799.54,140612,0.000481231
D799.55,540212,0.000904158
D799.59,241699,0.00126685
D799.89,250607,0.000104124
D799.9,140702,0.00960118
D800,150402,0.000565009
D800.0,150400,0.00470533
D800.00,150402,0.189855
D800.01,150402,0.0418219
D800.02,150402,0.0398615
D800.03,630264,0.00993582
D800.04,110808,0.00724036
D800.05,640650,0.010713
D800.06,320217,0.0388306
D800.09,150400,0.00664935
D800.1,441602,0.00154725
D800.10,150400,0.0608967
D800.11,150402,0.0104376
D800.12,150402,0.0154472
D800.13,630402,0.0133573
D800.14,630414,0.0499357
D800.15,122402,0.0143679
D800.16,122002,0.0927419
D800.19,161007,0.00642395
D800.2,140634,0.00146903
D800.20,150400,0.142121
D800.21,150402,0.0386129
D800.22,150402,0.0531875
D800.23,122204,0.0133764
D800.24,120406,0.0636024
D800.25,320217,0.03889
D800.26,150402,0.0598409
D800.29,150400,0.00521581
D800.3,520899,0.00223629
D800.30,640269,0.0287756
D800.31,150402,0.00541505
D800.32,122402,0.00724757
D800.33,130604,0.0373201
D800.34,122006,0.00420756
D800.35,121805,0.0459094
D800.36,150402,0.010288
D800.39,521104,0.0011796
D800.4,150404,0.000247593
D800.40,240206,0.117405
D800.41,150402,0.00357708
D800.42,150402,0.00503063
D800.43,120603,0.0138953
D800.44,122504,0.0227896
D800.45,122402,0.0144408
D800.46,140682,0.0092928
D800.49,131806,0.208741
D800.5,230206,0.00944979
D800.50,150404,0.0775135
D800.51,150404,0.0102131
D800.52,150404,0.00436543
D800.53,630226,0.00941883
D800.54,878158,0.0120571
D800.55,440108,0.0158594
D800.56,132099,0.0856521
D800.59,850099,0.00147584
D800.6,140690,0.000612573
D800.60,123003,0.0667373
D800.61,140691,0.0269086
D800.62,140686,0.0104645
D800.63,131899,0.00894
D800.64,122504,0.0227866
D800.65,140474,0.0356309
D800.66,122408,0.0175884
D800.69,140218,0.00789065
D800.7,230202,0.00358042
D800.70,150406,0.0392329
D800.71,770731,0.0106387
D800.72,120806,0.0207288
D800.73,240802,0.0142465
D800.74,140799,0.0310707
D800.75,150406,0.0431535
D800.76,131804,0.0348611
D800.79,131204,0.010372
D800.8,150406,0.000142226
D800.80,230205,0.0306456
D800.81,241000,0.00595068
D800.82,140472,0.013033
D800.83,240207,0.0248916
D800.84,130899,0.00518819
D800.85,421204,0.0210773
D800.86,121406,0.0119972
D800.89,140407,0.00271446
D800.9,150406,0.000142702
D800.90,150406,0.0571265
D800.91,216008,0.0115168
D800.92,140691,0.00725544
D800.93,130404,0.0174584
D800.94,241602,0.0106124
D800.95,122407,0.0345395
D800.96,130402,0.0388953
D800.99,251211,0.000827191
D801,340602,0.00277905
D801.0,150200,0.00665824
D801.00,150200,0.193365
D801.01,150202,0.0901754
D801.02,150202,0.0634798
D801.03,630264,0.00963907
D801.04,110808,0.00724038
D801.05,122408,0.0175654
D801.06,150200,0.0477804
D801.09,130404,0.00881652
D801.1,240216,0.000779696
D801.10,150200,0.0304523
D801.11,150202,0.00964626
D801.12,150202,0.0152779
D801.13,630604,0.012007
D801.14,122402,0.0144982
D801.15,121805,0.0458947
D801.16,122002,0.0457266
D801.19,140697,0.00716163
D801.2,140476,0.00263472
D801.20,150000,0.100055
D801.21,123002,0.181911
D801.22,150202,0.0590889
D801.23,122702,0.0109303
D801.24,240207,0.0242051
D801.25,120804,0.041225
D801.26,150202,0.0663506
D801.29,630668,0.0229048
D801.3,520899,0.00223622
D801.30,150000,0.0312649
D801.31,140428,0.00797261
D801.32,122504,0.0226614
D801.33,130899,0.00518801
D801.34,750661,0.00278827
D801.35,120205,0.0660667
D801.36,140470,0.0124387
D801.39,130299,0.00179296
D801.4,140699,0.00017395
D801.40,311000,0.0659517
D801.41,140682,0.00942543
D801.42,241604,0.0180322
D801.43,120603,0.013895
D801.44,122402,0.0072525
D801.45,320221,0.0335855
D801.46,140682,0.0177779
D801.49,140682,0.0026774
D801.5,150206,0.00145799
D801.50,150206,0.134815
D801.51,320410,0.0378444
D801.52,230205,0.0308353
D801.53,240208,0.00591441
D801.54,122402,0.00721899
D801.55,320215,0.0189989
D801.56,150206,0.0200491
D801.59,251216,0.00496145
D801.6,150206,0.000120707
D801.60,140477,0.0943625
D801.61,122604,0.0207735
D801.62,251212,0.00645434
D801.63,140472,0.0133376
D801.64,130608,0.0133688
D801.65,140473,0.0454489
D801.66,140478,0.0263493
D801.69,140218,0.00785194
D801.7,751112,0.00125522
D801.70,140477,0.0943624
D801.71,241004,0.0372339
D801.72,150206,0.00418969
D801.73,130604,0.0373201
D801.74,140799,0.01051
D801.75,120804,0.0416616
D801.76,131804,0.0346923
D801.79,251224,0.0014953
D801.8,150406,0.000134909
D801.80,121606,0.0206014
D801.81,122604,0.0207715
D801.82,140691,0.00734431
D801.83,140691,0.00734601
D801.84,241209,0.00297699
D801.85,600999,0.021664
D801.86,241099,0.00736438
D801.89,130699,0.00137631
D801.9,620999,0.0260503
D801.90,251236,0.00671482
D801.91,122099,0.0220925
D801.92,140473,0.0227821
D801.93,130404,0.0174593
D801.94,140680,0.00455607
D801.95,122407,0.0344629
D801.96,130402,0.0390242
D801.99,630264,0.00993623
D802,650626,0.000940557
D802.0,251000,0.763127
D802.1,251002,0.161398
D802.2,442608,0.00416253
D802.20,250600,0.373051
D802.21,250603,0.278186
D802.22,250603,0.122168
D802.23,250604,0.465187
D802.24,250608,0.398171
D802.25,250605,0.297303
D802.26,250606,0.351742
D802.27,250200,0.0889711
D802.28,250607,0.207883
D802.29,250602,0.0634992
D802.3,250610,0.000532506
D802.30,250610,0.163939
D802.31,250611,0.169987
D802.32,250611,0.0397949
D802.33,250612,0.22654
D802.34,250616,0.185768
D802.35,250613,0.227892
D802.36,250614,0.250748
D802.37,250200,0.0264455
D802.38,250615,0.154455
D802.39,250610,0.0224146
D802.4,250800,0.728145
D802.5,251236,0.093449
D802.6,251221,0.789446
D802.7,251224,0.396562
D802.8,251235,0.913869
D802.9,251232,0.520815
D803,150000,0.00028642
D803.0,150000,0.000143038
D803.00,150000,0.113856
D803.01,131404,0.0169615
D803.02,150000,0.00496814
D803.03,544022,0.00138995
D803.04,858253,0.00208757
D803.05,131605,0.172956
D803.06,150000,0.00568532
D803.09,150000,0.00143097
D803.1,140602,8.46967e-05
D803.10,122602,0.0219141
D803.11,140687,0.00518968
D803.12,140416,0.0023948
D803.13,441006,0.00142491
D803.14,122402,0.00683274
D803.15,230204,0.00427128
D803.16,240212,0.00443298
D803.19,150000,0.00157355
D803.2,140620,0.000189909
D803.20,150000,0.0401297
D803.21,240904,0.0154251
D803.22,150000,0.00872476
D803.23,540626,0.00114388
D803.24,720899,0.00448841
D803.25,131204,0.0103722
D803.26,150000,0.0101659
D803.29,442602,0.00774383
D803.3,140629,0.000111103
D803.30,750099,0.0103049
D803.31,140687,0.00518955
D803.32,140428,0.00389552
D803.33,131499,0.00624221
D803.34,140616,0.00155875
D803.35,750099,0.0105971
D803.36,140404,0.00338038
D803.39,150204,0.000343075
D803.4,772099,0.000961461
D803.40,113000,0.15248
D803.41,521102,0.00539038
D803.42,140403,0.00149269
D803.43,113000,0.0166336
D803.44,113000,0.00277237
D803.45,113000,0.0110861
D803.46,140470,0.0124487
D803.49,150000,0.000143191
D803.5,830499,0.00236632
D803.50,116002,0.142957
D803.51,116002,0.00899531
D803.52,116002,0.00449793
D803.53,161008,0.00126081
D803.54,12008,0.00413412
D803.55,240403,0.0101463
D803.56,122204,0.0133612
D803.59,116000,0.000631594
D803.6,140690,0.000613634
D803.60,122604,0.0415411
D803.61,320220,0.00384196
D803.62,140402,0.000609197
D803.63,140686,0.00713906
D803.64,140212,0.00502174
D803.65,122202,0.0053537
D803.66,140799,0.010488
D803.69,140691,0.00732832
D803.7,752311,3.06641e-05
D803.70,116000,0.0394667
D803.71,251212,0.00644979
D803.72,251232,0.00147356
D803.73,140691,0.00727245
D803.74,116000,0.00189004
D803.75,140214,0.0137247
D803.76,116000,0.0111668
D803.79,140616,0.00155876
D803.80,230205,0.0306889
D803.81,140430,0.00198768
D803.82,140212,0.00502186
D803.83,131602,0.00246102
D803.84,116004,0.000211471
D803.85,116000,0.00437952
D803.86,421008,0.00199574
D803.89,140216,0.00197137
D803.90,131806,0.17962
D803.92,150408,0.00062154
D803.94,140688,0.000668987
D803.95,140473,0.0228843
D803.96,200999,0.0166515
D803.99,752801,6.65499e-05
D804,100099,2.09689e-05
D804.0,251902,0.00505458
D804.00,251900,0.00657017
D804.01,520406,0.0107816
D804.02,251900,0.00351197
D804.03,121006,0.00444926
D804.04,140631,0.000567014
D804.05,251902,0.00758143
D804.06,240902,0.0127646
D804.09,140642,0.000523333
D804.1,640240,0.00573861
D804.10,140474,0.00405368
D804.11,140616,0.00155782
D804.12,121499,0.00977408
D804.13,251814,0.000432633
D804.14,752611,7.54684e-05
D804.15,140478,0.00665068
D804.16,442602,0.00777575
D804.2,251000,2.25677e-05
D804.20,130204,0.0171524
D804.21,120206,0.0125138
D804.22,121499,0.00971935
D804.23,140697,0.00411155
D804.24,720899,0.0044881
D804.25,442610,0.0259319
D804.26,130404,0.0174573
